the_geom,NAME,ACRES,PARKID,NEW_CLASS
"MULTIPOLYGON (((-83.09555930525572 42.32022837392543, -83.09387450111277 42.32089607075241, -83.0895207262625 42.31478622299874, -83.09120541218957 42.31411859081518, -83.09555930525572 42.32022837392543)))",Clark,29.82,40,Community
"MULTIPOLYGON (((-83.09189455868547 42.420397131676786, -83.09152440078618 42.42040845823565, -83.09151023130029 42.420079575420374, -83.09188038725063 42.42006824890755, -83.09189455868547 42.420397131676786)))",Cardoni-Dakota,0.28,411,Mini
"MULTIPOLYGON (((-83.13818979730773 42.40626580108614, -83.13781982135757 42.406272726499935, -83.13779536786483 42.40570516738574, -83.1381827472329 42.40599983398229, -83.13818979730773 42.40626580108614)))",Quincy-Midland,0.35,420,Mini
"MULTIPOLYGON (((-83.03060477117526 42.33494583465827, -83.03098876675072 42.334780983165366, -83.03136149356818 42.33525797360657, -83.03097749604417 42.33542282636005, -83.03078426949634 42.33550523780339, -83.03041277262751 42.33502825991736, -83.03060477117526 42.33494583465827)))",Lafayette Entrance,0.46,421,Mini
"MULTIPOLYGON (((-83.03128636696783 42.38601778165269, -83.03128119622434 42.38700572536332, -83.03126891584063 42.387005580956014, -83.0309506590783 42.38701094408537, -83.03093835920976 42.38701171001644, -83.03094476339933 42.38602378076588, -83.03128636696783 42.38601778165269)))",Karaniewski,0.76,42,Mini
"MULTIPOLYGON (((-83.085886989305 42.36151340011464, -83.08559474191591 42.36169404246846, -83.08559349568327 42.36169493899883, -83.08550694801603 42.3615446247299, -83.08583956818319 42.36143091155211, -83.08584077705484 42.36143183578666, -83.08588700798045 42.361512489730806, -83.085886989305 42.36151340011464)))",Commonwealth-Marquette,0.11,430,Mini
"MULTIPOLYGON (((-83.02952196434052 42.422275447066106, -83.0285898628065 42.422298166610005, -83.02857731036153 42.422023927365494, -83.02951063652921 42.422001222384154, -83.02952196434052 42.422275447066106)))",Brimson-Carrie,0.57,431,Mini
"MULTIPOLYGON (((-82.9934156668394 42.4004669357064, -82.99466558728163 42.40194956938899, -82.99556538508341 42.40196043422853, -82.99632618565253 42.40215305620926, -82.99701181998398 42.40269497232258, -82.99641779072446 42.40310471950237, -82.99694926143852 42.40349468795068, -82.99637698748373 42.40393805025106, -82.99469444675171 42.40268368244756, -82.99289352371842 42.40067741592517, -82.9934156668394 42.4004669357064)), ((-82.99025186218336 42.39721198098994, -82.99198172091371 42.39666880832009, -82.99213620213563 42.398540341981835, -82.99279693839561 42.398555782259045, -82.9928117853991 42.39883005534774, -82.99341319629441 42.39881367316209, -82.99339757569506 42.40026659933668, -82.99278435527506 42.40052600727593, -82.99023201042384 42.39791025194418, -82.99025186218336 42.39721198098994)))",Conner Playfield,21.68,44,Community
"MULTIPOLYGON (((-83.10506599801464 42.34636922572168, -83.1045840381336 42.3465286840661, -83.10427699325058 42.34605085078813, -83.10475895022819 42.34589139374665, -83.10506599801464 42.34636922572168)))",McKinley-Merrick,0.63,481,Mini
"MULTIPOLYGON (((-83.06509298489028 42.347465838719216, -83.06516277541812 42.347592301643914, -83.06515537384445 42.34759403795893, -83.06471053845107 42.347733720815874, -83.06470313684805 42.3477354571014, -83.06463211981966 42.34760897981425, -83.0645611030789 42.34748250248247, -83.06502198635437 42.34733845129501, -83.06509298489028 42.347465838719216)))",Redmond Plaza,0.31,490,Plaza
"MULTIPOLYGON (((-83.08520436315045 42.35223857373586, -83.0847608229671 42.35237561786877, -83.0845831661924 42.35205945597102, -83.08502670452012 42.35192241253172, -83.08520436315045 42.35223857373586)))",Bryant-Vermont,0.37,498,Mini
"MULTIPOLYGON (((-83.00031391674881 42.34758861891924, -82.9975383264317 42.34938185145971, -82.99753238957635 42.34937267374239, -82.99620001213576 42.34737783709371, -82.99619526296108 42.34737049486369, -82.99910275722264 42.34577375575902, -83.00031391674881 42.34758861891924)))",Gabriel Richard,22.87,69,Community
"MULTIPOLYGON (((-83.04623397026126 42.33614228967848, -83.0462301361296 42.336613936615436, -83.0457960856598 42.335955072896915, -83.04623397026126 42.33614228967848)))",Harmonie,0.23,80,Plaza
"MULTIPOLYGON (((-83.0109034358058 42.39189918268707, -83.01087120774608 42.39191245705432, -83.01037436350921 42.39165519720795, -83.01038442593914 42.391644390095976, -83.01043988795153 42.39157948874136, -83.0105054320189 42.39150286986635, -83.01054451275786 42.39145689559012, -83.01056469684077 42.39143255022354, -83.0109034358058 42.39189918268707)))",Harper Court,0.21,81,Mini
"MULTIPOLYGON (((-83.052169065027 42.33633322110061, -83.05099736747398 42.33683777320018, -83.05031603816283 42.3359711747505, -83.05052206638253 42.335920749848974, -83.05085173738827 42.335885417450044, -83.05101863371924 42.33588644210127, -83.05134792092332 42.335927594266, -83.05150540384106 42.33596766490469, -83.05180123640847 42.336082186626776, -83.05205811196495 42.33623996505481, -83.052169065027 42.33633322110061)), ((-83.05051210255924 42.337034298969925, -83.04945434407335 42.33748916330868, -83.04936719082956 42.33725685894249, -83.04934767656823 42.337134611874355, -83.04934660667955 42.337010757728216, -83.04939471856098 42.3367663646181, -83.04951006824359 42.33653458981782, -83.04959213014965 42.33642627025426, -83.04979996603997 42.336231992687196, -83.04992324749313 42.33614782688174, -83.05051210255924 42.337034298969925)))",Grand Circus Park,4.59,74,Plaza
"MULTIPOLYGON (((-83.1364862624855 42.30521781171105, -83.13542322481197 42.3056269673647, -83.1352026084002 42.305305866668355, -83.13656834400686 42.30478708386575, -83.1364862624855 42.30521781171105)))",Weiss,0.83,199,Mini
"MULTIPOLYGON (((-83.07673646859693 42.32357178074359, -83.07592643890985 42.32381662396786, -83.0757712538149 42.32348795407667, -83.07586986392134 42.3234071224147, -83.0764193428635 42.32324127033247, -83.0765675031027 42.323256614239824, -83.07673646859693 42.32357178074359)))",Stanton,0.61,174,Mini
"MULTIPOLYGON (((-83.06121566314424 42.34056904856616, -83.06122385346801 42.34058826536447, -83.06122463321168 42.34066840703686, -83.06117772592776 42.34073980472064, -83.06109444213212 42.34078984010253, -83.06017258058556 42.34108610214876, -83.06014662015535 42.34109490925007, -83.06004085736535 42.341104618702715, -83.05993953787222 42.34107795525869, -83.05986337084988 42.34102244220728, -83.05942941651509 42.34023341810451, -83.0594199996651 42.34021418704021, -83.05941676799598 42.3401340170822, -83.0594588064588 42.3400607428226, -83.0595409015777 42.340008873746136, -83.06051340464427 42.33969680910948, -83.0605417044412 42.339693492452, -83.06064700788083 42.33970563164996, -83.06073691973424 42.339749464582084, -83.06079071235138 42.33981837856033, -83.06121566314424 42.34056904856616)))",Cass,3.99,33,Plaza
"MULTIPOLYGON (((-83.02753064571884 42.36109220740566, -83.02710375000866 42.36124561565715, -83.02707877270726 42.36120798612049, -83.0273033886265 42.36086824934211, -83.02735040556168 42.36085150260688, -83.02735397095896 42.36085700830023, -83.02752585276481 42.361086687236615, -83.02753064571884 42.36109220740566)))",Illinois-Moran,0.19,444,Mini
"MULTIPOLYGON (((-83.1686960924206 42.423907942128125, -83.16787381716259 42.423922200421714, -83.1678739046503 42.42391764844479, -83.16786117698415 42.42362066509209, -83.16775053345854 42.42362222948246, -83.16765956805583 42.42362309082714, -83.16765965555877 42.42361853885034, -83.16765192158955 42.42344544703703, -83.1676476327366 42.42334888029767, -83.16764332639622 42.423253223953175, -83.16763916007508 42.42315028444523, -83.16763320124285 42.423012723979916, -83.16762717243348 42.422878805095145, -83.16762182989419 42.42277312143271, -83.16761752363314 42.42267746508531, -83.16761323488623 42.42258089834202, -83.16760892865162 42.422485241993634, -83.1676046224302 42.42238958564479, -83.16760323246538 42.42233402559261, -83.16867019314179 42.42233773556202, -83.1686960924206 42.423907942128125)))",Northwest Activity Center,1,502,Mini
"MULTIPOLYGON (((-83.1007545383244 42.36582609966765, -83.10075677208023 42.36583705168073, -83.10075900583686 42.36584800369376, -83.10076001195618 42.365858942017354, -83.10076101807586 42.36586988034095, -83.10075956891885 42.365880791285754, -83.10075811976132 42.36589170223054, -83.10075544296434 42.365902599485864, -83.1007515569873 42.365912572665465, -83.10074765254892 42.36592345623112, -83.10074253892977 42.36593341572088, -83.10073619766924 42.365943361520756, -83.10072862876676 42.36595329363054, -83.10072107832235 42.36596231535366, -83.10071230023546 42.36597132338636, -83.10070229450557 42.36598031772837, -83.10069232569462 42.36598749129717, -83.10068233842031 42.36599557525125, -83.10066991432284 42.366002721437575, -83.10066247463206 42.36600628083978, -83.09983235432398 42.36631117473971, -83.09981873936697 42.36631648636134, -83.09980268758768 42.36632086019589, -83.09978788192737 42.36632433734206, -83.0997718486183 42.3663278007862, -83.09975583378215 42.366330353842095, -83.09973983741956 42.36633199650969, -83.09972385953128 42.36633272878905, -83.09970788164262 42.36633346106616, -83.09969192222918 42.36633328295501, -83.09967598129165 42.366332194455616, -83.09965883118365 42.3663301818667, -83.09964290872381 42.36632818297667, -83.09962825086505 42.36632437701407, -83.09961234688444 42.36632146773375, -83.0995977075061 42.36631675138121, -83.09958308660715 42.366311124640795, -83.09956846571083 42.36630549789851, -83.09955507246366 42.36629988485676, -83.09954171617444 42.366292451041474, -83.0995283598884 42.36628501722461, -83.09951624972975 42.366276686723054, -83.09950536722017 42.36626836992319, -83.09949450319195 42.36625914273628, -83.09948363916695 42.36624991554835, -83.09947524891452 42.36623980538, -83.0994668586648 42.36622969521103, -83.09945846841781 42.36621958504145, -83.09895580140324 42.36545544955037, -83.09895109423172 42.3654453804698, -83.09894763317729 42.36543441471212, -83.09894539975319 42.36542346266337, -83.09894316632989 42.36541251061456, -83.09894340665097 42.36540067559793, -83.09894362848577 42.365389750967196, -83.09894507794873 42.36537884004546, -83.0989465274112 42.365367929123735, -83.09895043212879 42.36535704561991, -83.09895433684503 42.36534616211596, -83.09895946918729 42.36533529232075, -83.09896458304189 42.3653253329112, -83.09897215214887 42.3653154009189, -83.09897972125344 42.36530546892609, -83.09898727187003 42.36529644731867, -83.09899605011091 42.36528743941925, -83.09900605597556 42.36527844522748, -83.09901725249318 42.36527128551492, -83.09902846749321 42.36526321541535, -83.09903964552076 42.36525696608646, -83.09993524439564 42.36493186512684, -83.09994017334594 42.364931009533926, -83.09995254189954 42.36492659458553, -83.09996611959973 42.36492310371982, -83.09997967882738 42.36492052323858, -83.09999444720259 42.36491886683947, -83.1000079879576 42.364917196740905, -83.10002273786093 42.3649164507242, -83.10003624167433 42.36491660139442, -83.10005095463728 42.364917676146206, -83.10006566760073 42.364918750896074, -83.10007913447568 42.36492072233339, -83.10009258288214 42.36492360415519, -83.1001060128207 42.36492739636148, -83.1001194427609 42.36493118856618, -83.10013162661416 42.36493587745921, -83.10014501962058 42.36494149043308, -83.10015595738935 42.36494707601354, -83.10016687669182 42.364953571979065, -83.10017777752843 42.364960978329634, -83.10018745074719 42.36496837098357, -83.10019710550041 42.36497667402279, -83.1002055326354 42.364984963365806, -83.10021394130506 42.3649941630943, -83.1007545383244 42.36582609966765)))",Franklin,3.84,98,Neighborhood
"MULTIPOLYGON (((-82.93694256425962 42.35872525148662, -82.93502224284657 42.35942225911387, -82.93507206419467 42.3594984690046, -82.93315419490207 42.360193655269974, -82.93177661690918 42.35810731780074, -82.93202280313362 42.35802665249382, -82.93263974763569 42.35896328223932, -82.93288470865814 42.35888259955705, -82.93261421476657 42.358471224160816, -82.93310288403134 42.358310753231464, -82.93225821941552 42.357025212338044, -82.93417913242968 42.35667520606792, -82.9357610387566 42.35653765025126, -82.93694256425962 42.35872525148662)))",Riverfront-Lakewood,28.13,308,Community
"MULTIPOLYGON (((-83.08761706886094 42.3908185201993, -83.08728775572838 42.39094320462079, -83.0872471938809 42.39088446967858, -83.08757650678457 42.39075978537452, -83.08761706886094 42.3908185201993)), ((-83.08775778994219 42.391024988524855, -83.08775656181194 42.39102497469487, -83.08742845733948 42.391150583737186, -83.08738789522481 42.39109184884555, -83.08771722759921 42.39096625375064, -83.08775780859918 42.3910240781413, -83.08775778994219 42.391024988524855)))",Lawrence,0.11,100,Mini
"MULTIPOLYGON (((-83.08318056236534 42.35400138292127, -83.08317808885043 42.35400226554576, -83.08283949741242 42.35410952883915, -83.0828370426061 42.35410950107279, -83.08279316359352 42.35403433594514, -83.08279563711514 42.35403345332905, -83.08313422821601 42.35392619016636, -83.08313670172853 42.35392530754283, -83.08318056236534 42.35400138292127)))",Hecla,0.39,433,Mini
"MULTIPOLYGON (((-83.09303120526981 42.30572540762469, -83.09263756512415 42.30587993999771, -83.09251881321225 42.305732119302014, -83.09290825487827 42.30557754019522, -83.09303120526981 42.30572540762469)), ((-83.09280582062779 42.305459512456075, -83.09241221061673 42.30560625233477, -83.09230160124822 42.30547098959052, -83.09269517612427 42.30531957440713, -83.09280582062779 42.305459512456075)))",Harvey-Junction,0.38,480,Mini
"MULTIPOLYGON (((-83.08031726475764 42.32987511621449, -83.07944132149713 42.33013119700341, -83.07926319501675 42.32976578004918, -83.0801000955422 42.3295401347338, -83.08031726475764 42.32987511621449)))",Macomb,0.71,107,Mini
"MULTIPOLYGON (((-83.08957934953601 42.42284794471815, -83.08911569788343 42.42286276572548, -83.08909955114869 42.42245099634764, -83.08956197099539 42.42243616159552, -83.08957934953601 42.42284794471815)))",Russell-Maderia,0.43,343,Mini
"MULTIPOLYGON (((-83.12660228532549 42.297753528101765, -83.12619321592717 42.29790840706054, -83.12617887968058 42.29788912788087, -83.12596007000927 42.29797506119946, -83.12593740267384 42.29794294260039, -83.12614617670843 42.297621057140944, -83.12643288312277 42.29751310136251, -83.12660228532549 42.297753528101765)))",Beard,0.33,382,Mini
"MULTIPOLYGON (((-83.08317362320273 42.42905795274538, -83.0831723943246 42.429057938865846, -83.08273070234728 42.42907844593828, -83.08272947346886 42.42907843205395, -83.0826940457967 42.42835137823367, -83.08313819036492 42.42833089906303, -83.08317362320273 42.42905795274538)))",Dequindre-Grixdale,0.73,396,Mini
"MULTIPOLYGON (((-83.05876984697298 42.331829896853776, -83.05795078401947 42.33208725803121, -83.05778014825805 42.33179662966804, -83.05874227500651 42.331798618643305, -83.05876984697298 42.331829896853776)))",Michigan-Third (Kosciuszko Statue),0.34,426,Plaza
